"BuySellIndicator","TransactionType","Sender","Receiver","SendersRef","Function","TradeRef","PreviousRef","TradeDate","SettlementDate","DealCcy","DealPrice","SGXSecurityCode","ISIN","SecurityDescription","Quantity","BuyerSeller","ClientAccount","CDPSafeKeepingAccount","PlaceofTrade","PlaceofSettlement","SettlementCcy","SettlementAmt","AccruedInterestCcy","AccruedInterestAmt","Blocktrade","PaymentIndicator","LocalorForeignIndicator","StatusID","Status","PSMSMatchedReference","TransferType","flag","NotReported","Rate","Price","DaName","CDPAccountName","Location","SettlementValue_BaseCurrency","SettlementValue_SGD","NewFee","OldFee","FeeGain"
"B","FDVP",659,282,"N019728771-1","NEWM","19728771",NA,20160518,20160523,"USD",28.81,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",100,"MSNYUS33XXX","180185426","6591-1443-0951","OTCO","CDPLSGSG","USD",2881.46,"",NA,"N","","",15,"SETTLED","C16K200522339654","TRAD","Off-Exchange",NA,1.41265,28.45,"Raffles Nominees (Pte) Limited","SCB-CS LLC-FIRM SEC-SG20585","OMNIBUS",2881.46,4070.494469,0,33,-33
"B","FDVP",659,282,"N019728771-1","NEWM","19728771",NA,20160518,20160523,"USD",28.81,"1A20","BMG507641022","JARDINE STRATEGIC HLDGS LTD",100,"MSNYUS33XXX","180185426","6591-1443-0951","OTCO","CDPLSGSG","USD",2881.46,"",NA,"N","","",15,"SETTLED","C16K200522339654","TRAD","Off-Exchange",NA,1.38175,28.45,"Raffles Nominees (Pte) Limited","SCB-CS LLC-FIRM SEC-SG20585","OMNIBUS",2881.46,3981.457355,0,33,-33
"S","FDVP",659,557,"N019728861-1","NEWM","19728861",NA,20160518,20160523,"SGD",0.2,"2C47","SG2C47963963","VARD HOLDINGS LIMITED",660000,"DEUTGB2LXXX","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",129673.83,"",NA,"N","","",15,"SETTLED","C16K230522350884","TRAD","Off-Exchange",NA,1,0.197,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",129673.83,129673.83,0,33,-33
"B","FDVP",659,557,"N019728929-1","NEWM","19728929",NA,20160518,20160523,"SGD",3,"1J27","SG1J27887962","CAPITALAND LIMITED",12500,"NWSCUS33","SG0000081771","6591-1995-1148","OTCO","CDPLSGSG","SGD",37534.69,"",NA,"N","","",15,"SETTLED","C16K200522338558","TRAD","Off-Exchange",NA,1,2.99,"Raffles Nominees (Pte) Limited","SCB-BBH-SEI INT G D E-SG81771","IRELAND",37534.69,37534.69,0,33,-33
"S","FDVP",659,557,"N019728940-1","NEWM","19728940",NA,20160518,20160523,"SGD",15.05,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",13200,"NWSCUS33","SG0000093652","6591-2072-9298","OTCO","CDPLSGSG","SGD",198476.24,"",NA,"N","","",15,"SETTLED","C16K200522333333","TRAD","Off-Exchange",NA,1,15.13,"Raffles Nominees (Pte) Limited","SCB-BBH-SEIIITIEQ/INT-SG93652","UNITED STATES",198476.24,198476.24,0,33,-33
"S","OFOP",659,659,"N019729308-1","NEWM","19729308",NA,20160518,20160523,"SGD",0,"2G07","SG2G07995670","SOILBUILD BUSINESS SPACE REIT",17800,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336583","","Off-Exchange",NA,1,0.685,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",12193,12193,75,100,-25
"S","OFOP",659,659,"N019729311-1","NEWM","19729311",NA,20160518,20160523,"SGD",0,"1S03","SG1S03926213","MAPLETREE LOGISTICS TRUST",68700,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336890","","Off-Exchange",NA,1,0.985,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",67669.5,67669.5,75,100,-25
"B","OFOP",659,659,"N019729351-1","NEWM","19729351",NA,20160518,20160523,"SGD",0,"1S03","SG1S03926213","MAPLETREE LOGISTICS TRUST",68700,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336890","","Off-Exchange",NA,1,0.985,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",67669.5,67669.5,75,0,75
"B","OFOP",659,659,"N019729362-1","NEWM","19729362",NA,20160518,20160523,"SGD",0,"2G07","SG2G07995670","SOILBUILD BUSINESS SPACE REIT",17800,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336583","","Off-Exchange",NA,1,0.685,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",12193,12193,75,0,75
"S","OFOP",659,659,"N019729563-1","NEWM","19729563",NA,20160518,20160523,"SGD",0,"2.00E+64","SG2E64980112","CORDLIFE GROUP LIMITED",4000,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338283","","Off-Exchange",NA,1,1.455,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",5820,5820,75,40,35
"S","OFOP",659,659,"N019729565-1","NEWM","19729565",NA,20160518,20160523,"SGD",0,"2B80","SG2B80958517","OUE LIMITED",500,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338285","","Off-Exchange",NA,1,1.555,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",777.5,777.5,75,10,65
"B","OFOP",659,659,"N019729585-1","NEWM","19729585",NA,20160518,20160523,"SGD",0,"2.00E+64","SG2E64980112","CORDLIFE GROUP LIMITED",4000,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338283","","Off-Exchange",NA,1,1.455,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",5820,5820,75,0,75
"B","OFOP",659,659,"N019729589-1","NEWM","19729589",NA,20160518,20160523,"SGD",0,"2B80","SG2B80958517","OUE LIMITED",500,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338285","","Off-Exchange",NA,1,1.555,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",777.5,777.5,75,0,75
"S","OFOP",659,659,"N019729618-1","NEWM","19729618",NA,20160518,20160523,"SGD",0,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",12300,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338319","TRAD","Off-Exchange",NA,1,17.94,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",220662,220662,100,100,0
"B","OFOP",659,659,"N019729664-1","NEWM","19729664",NA,20160518,20160523,"SGD",0,"1K66","SG1K66001688","WING TAI HOLDINGS LTD",26100,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338297","TRAD","Off-Exchange",NA,1,1.72,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",44892,44892,0,0,0
"B","OFOP",659,659,"N019729665-1","NEWM","19729665",NA,20160518,20160523,"SGD",0,"1K66","SG1K66001688","WING TAI HOLDINGS LTD",34300,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337929","","Off-Exchange",NA,1,1.72,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",58996,58996,75,0,75
"B","OFOP",659,659,"N019729676-1","NEWM","19729676",NA,20160518,20160523,"SGD",0,"1T74","SG1T74931364","YOMA STRATEGIC HOLDINGS LTD",27700,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337942","","Off-Exchange",NA,1,0.515,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",14265.5,14265.5,75,0,75
"B","OFOP",659,659,"N019729680-1","NEWM","19729680",NA,20160518,20160523,"SGD",0,"1W57","MU0117U00026","GOLDEN AGRI-RESOURCES LTD",40000,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337943","","Off-Exchange",NA,1,0.36,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",14400,14400,75,0,75
"B","OFOP",659,659,"N019729682-1","NEWM","19729682",NA,20160518,20160523,"SGD",0,"1W57","MU0117U00026","GOLDEN AGRI-RESOURCES LTD",78900,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337944","","Off-Exchange",NA,1,0.36,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",28404,28404,75,0,75
"B","OFOP",659,659,"N019729694-1","NEWM","19729694",NA,20160518,20160523,"SGD",0,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",12300,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338319","TRAD","Off-Exchange",NA,1,17.94,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",220662,220662,0,0,0
"S","OFOP",659,659,"N019729709-1","NEWM","19729709",NA,20160518,20160523,"SGD",0,"1K66","SG1K66001688","WING TAI HOLDINGS LTD",26100,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338297","TRAD","Off-Exchange",NA,1,1.72,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",44892,44892,100,100,0
"S","OFOP",659,659,"N019729710-1","NEWM","19729710",NA,20160518,20160523,"SGD",0,"1T74","SG1T74931364","YOMA STRATEGIC HOLDINGS LTD",27700,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337942","","Off-Exchange",NA,1,0.515,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",14265.5,14265.5,75,100,-25
"S","OFOP",659,659,"N019729713-1","NEWM","19729713",NA,20160518,20160523,"SGD",0,"1K66","SG1K66001688","WING TAI HOLDINGS LTD",34300,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337929","","Off-Exchange",NA,1,1.72,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",58996,58996,75,100,-25
"S","OFOP",659,659,"N019729718-1","NEWM","19729718",NA,20160518,20160523,"SGD",0,"1W57","MU0117U00026","GOLDEN AGRI-RESOURCES LTD",78900,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337944","","Off-Exchange",NA,1,0.36,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",28404,28404,75,100,-25
"S","OFOP",659,659,"N019729721-1","NEWM","19729721",NA,20160518,20160523,"SGD",0,"1W57","MU0117U00026","GOLDEN AGRI-RESOURCES LTD",40000,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822337943","","Off-Exchange",NA,1,0.36,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",14400,14400,75,100,-25
"S","OFOP",659,659,"N019729744-1","NEWM","19729744",NA,20160518,20160523,"SGD",0,"1CD7","SG1CD7000009","BHG RETAIL REIT",5505700,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338053","","Off-Exchange",NA,1,0.75,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",4129275,4129275,619.39125,100,519.39125
"S","OFOP",659,659,"N019729759-1","NEWM","19729759",NA,20160518,20160523,"SGD",0,"1R89","SG1R89002252","CITY DEVELOPMENTS LIMITED",17200,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338214","","Off-Exchange",NA,1,8.18,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",140696,140696,75,100,-25
"B","OFOP",659,659,"N019729768-1","NEWM","19729768",NA,20160518,20160523,"SGD",0,"1CD7","SG1CD7000009","BHG RETAIL REIT",5505700,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338053","","Off-Exchange",NA,1,0.75,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",4129275,4129275,619.39125,0,619.39125
"S","OFOP",659,659,"N019729781-1","NEWM","19729781",NA,20160518,20160523,"SGD",0,"2G03","SG2G03994610","OUE HOSPITALITY TRUST",1900,"BARCLAYS CA","SG0000028311","6591-1514-6013","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336609","","Off-Exchange",NA,1,0.66,"Raffles Nominees (Pte) Limited","SCB-BARCLAYS C.S-SBL/PB-S28311","OMNIBUS",1254,1254,75,20,55
"B","OFOP",659,659,"N019729804-1","NEWM","19729804",NA,20160518,20160523,"SGD",0,"1R89","SG1R89002252","CITY DEVELOPMENTS LIMITED",17200,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822338214","","Off-Exchange",NA,1,8.18,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",140696,140696,75,0,75
"B","OFOP",659,659,"N019729823-1","NEWM","19729823",NA,20160518,20160523,"SGD",0,"2G03","SG2G03994610","OUE HOSPITALITY TRUST",1900,"BC EQUITIES","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822336609","","Off-Exchange",NA,1,0.66,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",1254,1254,75,0,75
"B","FDVP",659,282,"N019729926-1","NEWM","19729926",NA,20160518,20160523,"SGD",17.97,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",1300,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",23375.6,"",NA,"N","","",15,"SETTLED","C16K200522337356","TRAD","Off-Exchange",NA,1,17.94,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",23375.6,23375.6,0,33,-33
"B","FDVP",659,282,"N019729927-1","NEWM","19729927",NA,20160518,20160523,"SGD",15.07,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",1700,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",25635.02,"",NA,"N","","",15,"SETTLED","C16K200522336910","TRAD","Off-Exchange",NA,1,15.13,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",25635.02,25635.02,0,33,-33
"B","FDVP",659,282,"N019729931-1","NEWM","19729931",NA,20160518,20160523,"SGD",2.74,"1N31","SG1N31909426","COMFORTDELGRO CORPORATION LTD",7400,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",20288.67,"",NA,"N","","",15,"SETTLED","C16K200522336912","TRAD","Off-Exchange",NA,1,2.75,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",20288.67,20288.67,0,33,-33
"B","FDVP",659,282,"N019729934-1","NEWM","19729934",NA,20160518,20160523,"SGD",2.32,"1M77","SG1M77906915","ASCENDAS REAL ESTATE INV TRUST",7200,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",16714.44,"",NA,"N","","",15,"SETTLED","C16K200522337366","TRAD","Off-Exchange",NA,1,2.31,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",16714.44,16714.44,0,33,-33
"B","FDVP",659,282,"N019729936-1","NEWM","19729936",NA,20160518,20160523,"SGD",3.87,"1T75","SG1T75931496","SINGTEL",9900,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",38336.94,"",NA,"N","","",15,"SETTLED","C16K200522337369","TRAD","Off-Exchange",NA,1,3.84,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",38336.94,38336.94,0,33,-33
"B","FDVP",659,282,"N019729937-1","NEWM","19729937",NA,20160518,20160523,"SGD",7.54,"1J26","SG1J26887955","SINGAPORE EXCHANGE LIMITED",1800,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",13580.48,"",NA,"N","","",15,"SETTLED","C16K200522337002","TRAD","Off-Exchange",NA,1,7.49,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",13580.48,13580.48,0,33,-33
"B","FDVP",659,282,"N019729938-1","NEWM","19729938",NA,20160518,20160523,"SGD",0.75,"9014","GB0043620292","GENTING SINGAPORE PLC",17800,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",13269.29,"",NA,"N","","",15,"SETTLED","C16K200522337270","TRAD","Off-Exchange",NA,1,0.725,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",13269.29,13269.29,0,33,-33
"B","FDVP",659,282,"N019729939-1","NEWM","19729939",NA,20160518,20160523,"SGD",2.99,"1J27","SG1J27887962","CAPITALAND LIMITED",6000,"MSNYUS33","SG0000241582","6591-2250-6384","OTCO","CDPLSGSG","SGD",17951.21,"",NA,"N","","",15,"SETTLED","C16K200522337003","TRAD","Off-Exchange",NA,1,2.99,"Raffles Nominees (Pte) Limited","SCB-BBHB-FIDELITYFIIT-SG241582","UNITED STATES",17951.21,17951.21,0,33,-33
"B","FDVP",659,659,"N019729990-1","NEWM","19729990",NA,20160518,20160523,"SGD",1.84,"2C26","SG2C26962630","GLOBAL LOGISTIC PROP LIMITED",85000,"JEFFUS33XXX","180185426","6591-1443-0951","OTCO","CDPLSGSG","SGD",156228.48,"",NA,"N","","",15,"SETTLED","C16K230522349203","TRAD","Off-Exchange",NA,1,1.825,"Raffles Nominees (Pte) Limited","SCB-CS LLC-FIRM SEC-SG20585","OMNIBUS",156228.48,156228.48,0,33,-33
"B","FDVP",282,561,"N019730474-1","NEWM","19730474",NA,20160518,20160523,"USD",6.06,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",3500,"MELNUS3PGSS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",21213.06,"",NA,"N","","",15,"SETTLED","C16K200522334751","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",21213.06,29966.629209,0,33,-33
"B","FDVP",282,561,"N019730474-1","NEWM","19730474",NA,20160518,20160523,"USD",6.06,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",3500,"MELNUS3PGSS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",21213.06,"",NA,"N","","",15,"SETTLED","C16K200522334751","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",21213.06,29311.145655,0,33,-33
"B","FDVP",282,690,"N019730486-1","NEWM","19730486",NA,20160518,20160523,"USD",6.06,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",6900,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",41820.04,"",NA,"N","","",15,"SETTLED","C16K200522334752","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",41820.04,59077.079506,0,33,-33
"B","FDVP",282,690,"N019730486-1","NEWM","19730486",NA,20160518,20160523,"USD",6.06,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",6900,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",41820.04,"",NA,"N","","",15,"SETTLED","C16K200522334752","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",41820.04,57784.84027,0,33,-33
"S","FDVP",282,551,"N019732361-1","NEWM","19732361",NA,20160518,20160523,"SGD",15.12,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",9600,"SBOSUS3C","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",145138.97,"",NA,"N","","",15,"SETTLED","C16K200522334633","TRAD","Off-Exchange",NA,1,15.13,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",145138.97,145138.97,0,33,-33
"B","OFOP",282,282,"N019733003-1","NEWM","19733003",NA,20160518,20160523,"SGD",0,"1W12","BMG045121024","ARA ASSET MANAGEMENT LIMITED",17000,"MSLNGB2X","SG0000071763","2821-1671-1371","","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822335388","","Off-Exchange",NA,1,1.335,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",22695,22695,75,0,75
"S","OFOP",282,282,"N019733062-1","NEWM","19733062",NA,20160518,20160523,"SGD",0,"1W12","BMG045121024","ARA ASSET MANAGEMENT LIMITED",17000,"MSLNGB2X","SG0000077925","2821-1969-6448","","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822335388","","Off-Exchange",NA,1,1.335,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",22695,22695,75,100,-25
"B","FDVP",659,282,"N019733516-1","NEWM","19733516",NA,20160518,20160523,"SGD",17.86,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",500,"MSLNGB2X","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",8929.02,"",NA,"N","","",15,"SETTLED","C16K200522338751","TRAD","Off-Exchange",NA,1,17.94,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",8929.02,8929.02,0,33,-33
"S","FDVP",659,282,"N019733524-1","NEWM","19733524",NA,20160518,20160523,"SGD",15.07,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",500,"MSLNGB2X","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",7536.61,"",NA,"N","","",15,"SETTLED","C16K200522338765","TRAD","Off-Exchange",NA,1,15.13,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",7536.61,7536.61,0,33,-33
"S","FDVP",659,282,"N019733533-1","NEWM","19733533",NA,20160518,20160523,"SGD",17.89,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",500,"MSLNGB2X","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",8945.97,"",NA,"N","","",15,"SETTLED","C16K200522339038","TRAD","Off-Exchange",NA,1,17.94,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",8945.97,8945.97,0,33,-33
"B","FDVP",659,282,"N019733550-1","NEWM","19733550",NA,20160518,20160523,"SGD",0.88,"1U22","SG1U22933048","RIVERSTONE HOLDINGS LIMITED",6600,"MSLNGB2X","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",5795.42,"",NA,"N","","",15,"SETTLED","C16K200522339198","TRAD","Off-Exchange",NA,1,0.9,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",5795.42,5795.42,0,33,-33
"B","FDVP",659,282,"N019733584-1","NEWM","19733584",NA,20160518,20160523,"SGD",2.98,"1J27","SG1J27887962","CAPITALAND LIMITED",6000,"MSLNGB2X","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",17888.05,"",NA,"N","","",15,"SETTLED","C16K200522336962","TRAD","Off-Exchange",NA,1,2.99,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",17888.05,17888.05,0,33,-33
"S","FDVP",659,282,"N019733589-1","NEWM","19733589",NA,20160518,20160523,"SGD",0.89,"569","SG0569007446","SUPER GROUP LTD.",8700,"MSLNGB2X","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",7700.39,"",NA,"N","","",15,"SETTLED","C16K200522337023","TRAD","Off-Exchange",NA,1,0.855,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",7700.39,7700.39,0,33,-33
"S","FDVP",659,282,"N019733611-1","NEWM","19733611",NA,20160518,20160523,"SGD",10.68,"1V61","SG1V61937297","SINGAPORE AIRLINES LTD",4100,"MSLNGB2X","SG0000425396","6591-2335-6368","OTCO","CDPLSGSG","SGD",43808.46,"",NA,"N","","",15,"SETTLED","C16K200522333418","TRAD","Off-Exchange",NA,1,10.6,"Raffles Nominees (Pte) Limited","SCB-BLOOMBERG T LLC-SG425396","UNITED STATES",43808.46,43808.46,0,33,-33
"S","OFOP",282,282,"N019734945-1","NEWM","19734945",NA,20160518,20160523,"SGD",0,"1U76","SG1U76934819","YANGZIJIANG SHIPBLDG HLDGS LTD",320500,"MSLNGB2X","SG0000077925","2821-1969-6448","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822333365","TRAD","Off-Exchange",NA,1,0.905,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","MSIP-IPB CLIENT A/C-SG77925","UNITED KINGDOM",290052.5,290052.5,100,100,0
"B","OFOP",282,282,"N019734946-1","NEWM","19734946",NA,20160518,20160523,"SGD",0,"1U76","SG1U76934819","YANGZIJIANG SHIPBLDG HLDGS LTD",320500,"MSLNGB2X","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",0,"",NA,"","","",15,"SETTLED","C16K200822333365","TRAD","Off-Exchange",NA,1,0.905,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",290052.5,290052.5,0,0,0
